Station;Code_Sandre;Date;Indicateur;IPQDE;Longitude_station;Latitude_station
LENS_LOISON_SOUS_LENS;11039100000;2020-12-14;64.83352463468077;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-15;66.41079877330766;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-16;68.60731221167748;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-17;71.28524146276749;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-18;74.41809149764403;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-19;77.49745906231112;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-20;80.52766143701852;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-21;82.79273025970427;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-22;84.54627803322697;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-23;85.86493828305251;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-24;86.79077972581707;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-25;87.47744089756361;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-26;87.89971344864837;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-27;87.9340887430168;1.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-28;88.08977124794298;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-29;88.36180149493876;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-30;88.74316867888334;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2020-12-31;89.22509178765318;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-01;89.62004024594606;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-02;89.9256791337219;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-03;90.21491692368788;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-04;90.4210336840273;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-05;90.54586253546374;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-06;90.5907076995246;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-07;90.55637970882748;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-08;90.4434814656378;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-09;90.73308707921696;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-10;91.47213255790443;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-11;92.58069174905943;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-12;94.03148708019968;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-13;95.7810054698418;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-14;97.77502907461704;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-15;100.21261046224762;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-16;102.73273687180959;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-17;104.43438583154932;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-18;105.55182043561364;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-19;106.16837170316352;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-20;106.32528165663479;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-21;106.03217207355426;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-22;105.06740487401304;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-23;103.28658081487578;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-24;101.5639507521163;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-25;99.91178965863807;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-26;98.57089695276188;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-27;97.58895799236576;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-28;96.99960617294902;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-29;96.81608210670949;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-30;97.13612768708185;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-01-31;97.80063987677309;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-01;98.77806298862153;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-02;99.5781737557468;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-03;100.21081150443129;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-04;100.68418013910382;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-05;101.00393663435922;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-06;101.08267055167609;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-07;101.17402835497481;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-08;101.27796857113708;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-09;101.30777718783365;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-10;101.26697772938044;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-11;101.15866649997956;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-12;100.98586959640042;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-13;100.88666779376463;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-14;100.59705120371358;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-15;100.1000269329904;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-16;99.90944964874627;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-17;100.04249850820958;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-18;100.49814151504991;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-19;101.18688103154608;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-20;101.95308943134829;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-21;102.78681116788185;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-22;103.67650749563046;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-23;104.2968956342128;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-24;104.6591853696719;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-25;104.76935400172073;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-26;104.68689886883509;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-27;104.4101004567886;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-02-28;103.74255096560387;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-01;102.68181860296879;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-02;101.48976651846607;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-03;100.16360997226084;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-04;98.69720660240185;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-05;97.08371928215661;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-06;95.14401467885357;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-07;93.16977198902624;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-08;91.35563436995632;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-09;89.52111430504473;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-10;87.67044673127205;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-11;85.80752958528393;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-12;84.660044477543;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-13;84.74626676686954;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-14;86.12125189126766;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-15;88.44502828882196;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-16;90.8719374075952;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-17;93.33906027410828;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-18;95.79990985305693;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-19;97.83988043276915;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-20;99.37134948223431;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-21;100.40514396005672;;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-22;100.84474879823921;2.0;2.8585816000000004;50.43897070000001
LENS_LOISON_SOUS_LENS;11039100000;2021-03-23;101.07155024103187;;2.8585816000000004;50.43897070000001
